SMILES,pIC50,mol,num_atoms,logP
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(OC)c(OC)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3131fc0>,27,2.6747000000000005
CCc1ccccc1N1C(=O)CCC1=O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a30fbd80>,15,1.9024
Cc1ccc(NC(=O)CC(C)C(F)(F)F)cc1N1CCc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2C1,8.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a2959fc0>,41,5.3701200000000044
CCCn1nc2ccccc2n1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3248890>,12,1.8413
Clc1cccc(-c2ccccc2)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29c85f0>,13,4.007000000000002
CCOC(=O)C(=Cc1ccccc1Cl)NC=O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32f33e0>,17,1.99
CN(C)C(=O)OCCCc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32bd1c0>,15,2.3174
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a323d2a0>,19,4.364100000000001
COc1ccc(-c2ccc3cnc(Nc4ccc(N5CCN(C)CC5)c(Cl)c4)nn23)cn1,9.4,<rdkit.Chem.rdchem.Mol object at 0x7f59a29652a0>,32,3.9487000000000014
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3285620>,34,4.413800000000004
O=NN(CCCl)C(=O)NC1C(O)CCCC1O,0.64,<rdkit.Chem.rdchem.Mol object at 0x7f59a3298c80>,17,0.1924999999999998
CC(CC(=O)c1ccc(-c2ccc(F)cc2F)cc1)C(=O)O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32d1a10>,22,3.9253000000000022
CC(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)(C)C,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7990>,23,-0.5648999999999966
Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32b6420>,34,5.483020000000005
CC1C(C)N(N=O)C(C)C(C)N1N=O,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a325e650>,14,1.5208
COc1ccc2c(C)cc(=O)oc2c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a313b1b0>,14,2.11002
O=C(O)CCC1=NS(=O)(=O)c2cc(Cl)cc(Cl)c2N1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32c5f50>,19,2.3709000000000007
CC(=O)OC(C)(C)C1CCC2(C)CCCC(O)C2C1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a31046d0>,19,3.2955000000000023
COC(=O)NC1=NCC(c2cccc(Cl)c2)N1C,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ba490>,18,2.0385
N#CC1CC(N2CC(F)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,8.22,<rdkit.Chem.rdchem.Mol object at 0x7f59a295c350>,35,2.906180000000001
Cc1ccc(O)cc1N,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a313d380>,9,1.2828199999999998
COCCn1cnc2c(=O)[nH]c(Nc3ccccc3)nc21,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a3120ba0>,21,1.5095999999999998
CC(C)(O)C1CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)C(C#N)C2)C1,7.15,<rdkit.Chem.rdchem.Mol object at 0x7f59a2948900>,32,3.315080000000002
CN1CCN(c2ccc(Nc3nc4cccc(-c5ccc(NS(C)(=O)=O)cc5)n4n3)cc2)CC1,8.55,<rdkit.Chem.rdchem.Mol object at 0x7f59a2960350>,34,3.263200000000002
COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32a0c80>,25,4.486400000000002
Cc1ccc(C(C)C)c(Cl)c1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32aeea0>,12,4.425220000000002
N#CC1CCC2(CC1n1cc(C(N)=O)c(Nc3ccccc3)n1)OCCO2,6.63,<rdkit.Chem.rdchem.Mol object at 0x7f59a2940270>,27,2.33348
Cc1csc(-c2ccc(C(C)C(=O)O)cc2Cl)n1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e85f0>,18,3.960020000000002
Cn1ccc(=O)c(O)c1,0.81,<rdkit.Chem.rdchem.Mol object at 0x7f59a3281bd0>,9,0.0908999999999999
COc1cc(-n2[nH]c(C)cc2=O)ncn1,0.53,<rdkit.Chem.rdchem.Mol object at 0x7f59a32645f0>,15,0.2726199999999999
O=C(Nc1ccc([N+](=O)[O-])cc1)c1cccnc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a31118c0>,18,2.2421
CC(C)=CCCC(C)CC=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ccac0>,11,2.9579000000000013
COC(=O)C(C#N)=NNc1ccc(C(F)(F)F)cc1[N+](=O)[O-],0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a326b140>,22,2.07808
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a32af7d0>,26,1.3166199999999997
COc1ncc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc(C4CCNCC4)cc3)nc12,6.88,<rdkit.Chem.rdchem.Mol object at 0x7f59a2943ae0>,34,5.029300000000004
FC(F)(F)c1nc2ccc(Cl)cc2[nH]1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29b10e0>,14,3.2351
Cn1c(N)nc2ccc(C#N)cc21,0.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a310b370>,13,1.0271800000000002
Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a327e650>,16,5.967200000000002
Clc1cccc2c1CCNCC2,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3268740>,12,2.0282
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29b3b50>,29,3.217100000000001
CC(C)CS(=O)(=O)N1CCCC(Nc2nc(N)ncc2-c2cnc3[nH]ccc3n2)C1,10.71,<rdkit.Chem.rdchem.Mol object at 0x7f59a2967bc0>,30,1.8592
O=[N+]([O-])C=C1NCCN1CCc1ccc(Cl)nc1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a31166c0>,18,1.2582999999999995
O=c1[nH]c(=O)n(-c2ccccc2)o1,0.76,<rdkit.Chem.rdchem.Mol object at 0x7f59a3272180>,13,0.1187999999999997
Nc1nc(=O)c2ccccc2o1,0.17,<rdkit.Chem.rdchem.Mol object at 0x7f59a29b46d0>,12,0.7702000000000001
CC1=Nc2ccc(F)cc2S(=O)(=O)N1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a326f140>,14,1.1675
Cc1cc(=O)n2c(n1)CCCC2C,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a327b220>,13,1.44902
Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3254ac0>,19,-0.2974000000000004
CCCCCCc1ccc(N)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3272570>,13,3.3916000000000013
Cc1ccc(NC(=O)Cc2ccccc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3115460>,17,3.1762200000000016
CC1OC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC=O)CC65OC=O)C4)CC3OC=O)CC2OC=O)CC(O)C1OC=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a311fd10>,65,3.121600000000006
O=S1(=O)Nc2ccccc2N1,0.17,<rdkit.Chem.rdchem.Mol object at 0x7f59a29c1770>,11,0.7687999999999999
CCCNC(=O)NO,0.82,<rdkit.Chem.rdchem.Mol object at 0x7f59a32417e0>,8,0.0847999999999999
CC(C)CC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a3107920>,33,1.3105999999999998
CNC(=S)Nc1ccccc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29d15b0>,11,1.6027999999999998
CC1C(c2ccccc2)OCCN1N=O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3275540>,15,2.1298000000000004
Nc1ncc(Cc2cc(Cl)c(Cl)cc2Cl)c(N)n1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3230040>,18,3.192
NC(=O)c1cccc(N)c1,0.43,<rdkit.Chem.rdchem.Mol object at 0x7f59a29d7b50>,10,0.3677000000000002
CCc1cccc(OC2OC(CO)C(O)C(O)C2O)c1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32219a0>,20,-0.5723000000000003
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,0.15,<rdkit.Chem.rdchem.Mol object at 0x7f59a3107370>,32,0.8190000000000031
Cc1oc2ccc3c(C)cc(=O)[nH]c3c2c1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3140b30>,17,3.199560000000001
C=CCN(CC=C)CC=C,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2981770>,10,1.8464
CCCCCN(C)N=Nc1ccc(C(N)=O)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a329a3b0>,18,2.906200000000001
O=Cc1cccc(C(F)(F)F)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299ad50>,12,2.517900000000001
Oc1ccccc1O,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a298bf40>,8,1.0978
CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2995c40>,18,3.9902000000000033
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29899a0>,51,1.785600000000004
CNc1nc(-c2ccccc2)c2ccccc2n1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32bb4c0>,18,3.3385000000000016
c1ccc2cc3c(cc2c1)sc1ccccc13,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2994510>,17,5.207700000000003
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1=O,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a3285000>,19,1.5967
COc1ccc2ccccc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297a960>,12,2.8484000000000007
c1cc2ccc3cccc4ccc(c1)c2c34,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a298f450>,16,4.584000000000002
Oc1ccccc1C=Nc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29b4ba0>,15,3.142800000000002
CCS(=O)c1c(Cl)cncc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a30ff060>,12,2.515900000000001
O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a298fae0>,19,3.256300000000002
Cn1c(=O)[nH]c2ncn(C)c2c1=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa0a0>,13,-1.039700000000001
N#CC1CC(NCC(=O)O)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,9.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2963ae0>,35,1.926679999999999
CC(=O)NC(CC(C)C)C(=O)NC(C(N)=O)C(C)C,0.69,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e3840>,19,0.1633000000000011
CC(C)OC(=O)CSc1ccc([N+](=O)[O-])cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8f20>,18,3.291900000000002
COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,7.26,<rdkit.Chem.rdchem.Mol object at 0x7f59a294ab20>,39,4.656100000000005
NC(=O)c1cc(-c2ccc(Cl)c(Cl)c2)cc2c1[nH]c1ccc(C(=O)NCCN3CCOCC3)cc12,8.22,<rdkit.Chem.rdchem.Mol object at 0x7f59a295c6d0>,35,4.455800000000004
Nc1cccc(OC(=O)CNC(=O)c2ccccc2)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a30fce40>,20,1.6042
COc1cc(CN=O)ccc1OCCO,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a32beb20>,15,1.3327
O=C(O)Cc1c[nH]c2ccccc12,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a2977290>,13,1.795
CCCCCCOC(N)=O,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29c9310>,10,1.662
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3228d60>,20,4.682900000000004
CC1CC2C3CC(F)C4=CC(=O)C(Cl)=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290270>,36,4.276500000000003
CCOC(=O)c1cnc2ccccn2c1=O,0.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a32702e0>,16,0.8711999999999999
Cc1ccc2c(c1)NC(SCC(=O)O)=NS2(=O)=O,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a32d3300>,18,1.2830199999999998
Fc1ccccc1C1OCC2ON=C(c3ccccc3)C2CO1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32dcac0>,23,3.2904000000000018
CCC(CO)(CO)CO,,<rdkit.Chem.rdchem.Mol object at 0x7f59a2973840>,9,-0.6403000000000001
CCNOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a30f97e0>,19,1.3144999999999998
CC(O)Cc1ccccc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29b2500>,10,1.6099
CCCc1cc(NC(C)=O)ccc1OC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ebe60>,15,2.6061000000000005
CC(C)OC(=O)CS(=O)c1ccc(Cl)cc1[N+](=O)[O-],0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9310>,19,2.3074000000000003
Clc1cccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a327e500>,18,7.274000000000001
Oc1ccc(C2Nc3ccccc3-c3ncnc4[nH]cc2c34)c(F)c1,6.7,<rdkit.Chem.rdchem.Mol object at 0x7f59a2941000>,25,3.9845000000000015
C=CCN1CCC(CNC(=O)c2cc3nn[nH]c3cc2OC)C1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a32bec00>,23,1.2041999999999995
Cc1ccc(CC#N)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29d3300>,10,2.0611
CCOc1ccccc1N1CCN(CC2CN=C(N)O2)CC1,0.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eda80>,22,0.9207999999999996
CC1CC(CS(=O)(=O)N2CCC(CO)CC2)CCC1N(C)c1[nH]cnc2nccc1-2,7.49,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950120>,30,2.1846
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1N=C(C(C)(C)C)SC1C(=O)O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ce9d0>,31,2.8747000000000007
Cc1ccccc1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297bd10>,8,2.30344
CNc1nc(=O)cc(-c2ccc([N+](=O)[O-])o2)s1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3285a80>,17,1.7131999999999998
CCC(C(N)=O)c1ccc(-n2sc3ccccc3c2=O)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3127370>,22,3.031100000000001
O=C(Nc1ccccc1C(=O)O)c1ccccc1O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a321f6f0>,19,2.3427
CCn1c(=O)[nH]c(=O)c2[nH]cnc21,,<rdkit.Chem.rdchem.Mol object at 0x7f59a327de00>,13,-0.5672000000000001
CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29cfb50>,19,3.5413000000000023
Nc1nc(N)c2c(F)cccc2n1,0.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a32d8350>,13,0.9333000000000002
Clc1ccc(CSC(Cn2cncn2)=Nc2ccc(Cl)cc2Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32b5d90>,25,5.901900000000002
CC(C)NC(=O)c1cccnc1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a3225690>,12,1.2198
COc1c(C#N)sc(S(C)=O)c1C#N,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a30fe810>,14,1.23746
COc1cc(S(C)=O)ccc1-c1nc2ccncc2[nH]1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32b54d0>,20,2.3709
CC(NC(=O)c1c[nH]c2ncc(Oc3ccccc3)nc12)C1CC1,7.16,<rdkit.Chem.rdchem.Mol object at 0x7f59a2948a50>,24,3.278500000000002
O=C(O)COc1ccc(C2CCCCC2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29c4eb0>,17,3.197700000000002
CN(C)C(=O)Oc1cccc(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3124c10>,13,2.4004000000000003
OCC1c2ccccc2-c2ccccc21,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32651c0>,15,2.791200000000001
N#CCCCl,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a2110>,5,1.13888
CC(NC(=O)c1c[nH]c2ncc(-c3nn(C)c4ccccc34)nc12)C(=O)N1CC(C#N)C1,7.7,<rdkit.Chem.rdchem.Mol object at 0x7f59a2954270>,32,1.6118799999999998
CC(=O)c1cccc(C(=O)O)c1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a30fad50>,12,1.5874
COCc1ccccc1-c1cccc2nc(Nc3ccc4c(c3)CCNCC4)nn12,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320df50>,30,3.9745000000000017
CC(C)(C)N(NC(=O)c1cccc(Cl)c1)C(=O)c1ccccc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32d1380>,24,4.579100000000004
C=CCC1(C2C=CCC2)C(=O)NC(=O)NC1=O,0.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a2972c00>,17,0.8810999999999998
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32758c0>,21,3.5801000000000016
CCOCC1CO1,0.38,<rdkit.Chem.rdchem.Mol object at 0x7f59a29db060>,7,0.4216999999999999
Cn1cnc(Br)c1[N+](=O)[O-],0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a3299930>,10,1.0907999999999998
CNC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)c(F)c3)n2)C(C#N)C1,7.58,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951e70>,27,2.970880000000001
Cc1cccc(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2985770>,8,2.6484200000000007
CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc4)nc23)cc1,6.97,<rdkit.Chem.rdchem.Mol object at 0x7f59a29454d0>,43,5.677700000000003
CC(=O)Nc1cccc([N+](=O)[O-])c1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a298cf90>,13,1.5531999999999997
Cc1cccc2c1OCN(CCO[N+](=O)[O-])C2=O,0.1,<rdkit.Chem.rdchem.Mol object at 0x7f59a313de70>,18,0.99542
CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29baf10>,20,3.320700000000003
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(C(F)(F)F)ccc1C(F)(F)F,7.68,<rdkit.Chem.rdchem.Mol object at 0x7f59a2953ed0>,29,3.857400000000001
O=C(O)c1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a314c040>,24,3.976200000000001
Cc1no[n+]([O-])c1N,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32d76f0>,8,-0.80138
COc1cccc(C=CC(=O)O)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a324ac00>,13,1.793
CCCOC(=O)c1c[nH]c2ncnc(-c3ccc4cn(C)nc4c3)c12,6.82,<rdkit.Chem.rdchem.Mol object at 0x7f59a2942c70>,25,3.078400000000001
Nc1ccnc2ccccc12,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a4cf0>,11,1.817
O=C1CN=C(c2ccccc2Br)c2cc(Br)ccc2N1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32917e0>,20,4.001100000000002
O=c1[nH]c2cnc(-n3cnc4ccc(Cl)cc43)nc2n1C1CCOc2c(F)cccc21,7.25,<rdkit.Chem.rdchem.Mol object at 0x7f59a294a5e0>,31,3.622900000000002
Nc1ccncc1,0.22,<rdkit.Chem.rdchem.Mol object at 0x7f59a299e730>,7,0.6638000000000001
O=C(O)CCCCCCC(=O)Nc1ccc(NCCOc2ccc3cc2COCC=CCOCc2cccc(c2)-c2ccnc(n2)N3)cc1,8.64,<rdkit.Chem.rdchem.Mol object at 0x7f59a2960820>,49,7.344800000000007
CC(=O)OC1COC(NC(=O)N(CCl)N=O)C(OC(C)=O)C1OC(C)=O,0.94,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287920>,26,0.0271000000000001
CC(C)OC(=O)C(=Cc1ccccc1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3101690>,26,3.361200000000003
CCCCCCNC(=S)NC,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286c00>,11,1.6606
Oc1cc(Cl)c(Cl)cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297cc10>,10,3.3524000000000003
S=P(N1CC1)(N1CC1)N1CC1,0.7,<rdkit.Chem.rdchem.Mol object at 0x7f59a29699a0>,11,0.1577000000000001
CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3269850>,20,2.946400000000001
CCOC(=O)CCC(NC(=O)c1ccc(N(C)Cc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)OCC,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a327fae0>,37,1.225400000000002
COc1ccc(C(F)(F)F)cc1-c1cccc2nc(Nc3ccc4c(c3)CCNCC4)nn12,7.63,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952e30>,33,4.855500000000005
c1ccc(SSc2ccccc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29b7220>,14,4.486000000000002
CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C21,,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a4190>,32,-0.3475999999999985
CNC(=O)N(C)S(=O)(=O)c1cccnc1,0.91,<rdkit.Chem.rdchem.Mol object at 0x7f59a32db1b0>,15,0.0414999999999998
N#CN=[N+]([O-])c1ccc(Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288580>,12,2.415080000000001
Cc1ccc(Cl)cc1-n1cc(-c2cc(N)ncn2)cc1C(N)=O,7.14,<rdkit.Chem.rdchem.Mol object at 0x7f59a2948510>,23,2.57722
CN(C)C(N(C)C)=S(I)c1cccc(I)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32c8510>,16,3.4796000000000022
COC(=O)CCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,0.14,<rdkit.Chem.rdchem.Mol object at 0x7f59a30f8dd0>,22,0.8528999999999998
COc1cccc(OCCN(C)C)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a30f80b0>,14,1.6356
Cc1ccc(C(C)C)cc1O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299e030>,11,2.8240200000000013
CCCCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328af80>,24,4.290000000000004
Cc1oc2ccccc2c(=O)c1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a324adc0>,13,2.40984
Nc1nnnn1-c1ccc(O)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a31454d0>,13,-0.0499000000000005
CC(C)CCOC(=O)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297b760>,14,2.8895000000000017
Nc1onc2ccccc12,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a3276b20>,10,1.41
CCc1nc2cccc(C)n2c(=O)c1C,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32a1850>,15,1.87374
BrCCCBr,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2986ab0>,5,2.166300000000001
CC(=O)NC(CCCNC(=O)N(C)N=O)C(=O)NCc1ccccc1,0.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a3124900>,25,0.910500000000001
O=NC(c1ccccc1)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a45f0>,15,3.542400000000001
NS(=O)(=O)c1cc2c(cc1Br)NC=NS2(=O)=O,0.58,<rdkit.Chem.rdchem.Mol object at 0x7f59a32266c0>,17,0.2390000000000004
CCOCCOCCOCCCCCNC(=O)NC12CC3CC(CC(C3)C1)C2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3132c70>,28,3.494400000000001
O=C(O)CCCC(=O)c1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29c0190>,14,2.1242
CCN(CC)C(=O)COC(=O)C(C)c1ccc2cc(OC)ccc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3116ce0>,25,3.363500000000002
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a296af80>,18,3.2711000000000023
